,ROCK_0,MCAR_0,19TH_0,12TH_0,WOAK_0,EMBR_0,MONT_0,POWL_0,CIVC_0
412,4/11/2015 7:50,4/11/2015 7:54,4/11/2015 7:57,4/11/2015 7:59,4/11/2015 8:04,4/11/2015 8:11,4/11/2015 8:13,4/11/2015 8:15,4/11/2015 8:16
413,4/11/2015 8:10,4/11/2015 8:14,4/11/2015 8:18,4/11/2015 8:20,4/11/2015 8:24,4/11/2015 8:32,4/11/2015 8:34,4/11/2015 8:35,4/11/2015 8:37
414,4/11/2015 8:33,4/11/2015 8:37,4/11/2015 8:39,4/11/2015 8:40,4/11/2015 8:45,4/11/2015 8:52,4/11/2015 8:53,4/11/2015 8:56,4/11/2015 8:57
415,4/11/2015 8:53,4/11/2015 8:56,4/11/2015 8:58,4/11/2015 9:00,4/11/2015 9:04,4/11/2015 9:11,4/11/2015 9:13,4/11/2015 9:15,4/11/2015 9:16
416,4/12/2015 8:14,4/12/2015 8:17,4/12/2015 8:20,4/12/2015 8:21,4/12/2015 8:25,4/12/2015 8:32,4/12/2015 8:34,4/12/2015 8:35,4/12/2015 8:38
417,4/12/2015 8:38,4/12/2015 8:41,4/12/2015 8:45,4/12/2015 8:46,4/12/2015 8:50,4/12/2015 8:57,4/12/2015 8:58,4/12/2015 9:00,4/12/2015 9:01
418,4/12/2015 8:58,4/12/2015 9:02,4/12/2015 9:04,4/12/2015 9:06,4/12/2015 9:10,4/12/2015 9:17,4/12/2015 9:18,4/12/2015 9:19,4/12/2015 9:21
419,4/13/2015 6:05,4/13/2015 6:08,4/13/2015 6:11,4/13/2015 6:13,4/13/2015 6:18,4/13/2015 6:25,4/13/2015 6:26,4/13/2015 6:28,4/13/2015 6:29
420,4/13/2015 6:20,4/13/2015 6:23,4/13/2015 6:26,4/13/2015 6:28,4/13/2015 6:35,4/13/2015 6:42,4/13/2015 6:43,4/13/2015 6:45,4/13/2015 6:46
421,4/13/2015 6:35,4/13/2015 6:38,4/13/2015 6:41,4/13/2015 6:43,4/13/2015 6:48,4/13/2015 6:55,4/13/2015 6:57,4/13/2015 6:58,4/13/2015 7:00
422,4/13/2015 6:54,4/13/2015 6:57,4/13/2015 7:00,4/13/2015 7:02,4/13/2015 7:06,4/13/2015 7:13,4/13/2015 7:15,4/13/2015 7:16,4/13/2015 7:18
423,4/13/2015 7:06,4/13/2015 7:09,4/13/2015 7:12,4/13/2015 7:13,4/13/2015 7:18,4/13/2015 7:27,4/13/2015 7:29,4/13/2015 7:30,4/13/2015 7:32
424,4/13/2015 7:20,4/13/2015 7:23,4/13/2015 7:27,4/13/2015 7:29,4/13/2015 7:34,4/13/2015 7:41,4/13/2015 7:43,4/13/2015 7:44,4/13/2015 7:46
425,4/13/2015 7:38,4/13/2015 7:41,4/13/2015 7:44,4/13/2015 7:46,4/13/2015 7:50,4/13/2015 7:57,4/13/2015 7:59,4/13/2015 8:01,4/13/2015 8:02
426,4/13/2015 7:50,4/13/2015 7:53,4/13/2015 7:57,4/13/2015 7:58,4/13/2015 8:03,4/13/2015 8:11,4/13/2015 8:13,4/13/2015 8:15,4/13/2015 8:16
427,4/13/2015 8:07,4/13/2015 8:10,4/13/2015 8:14,4/13/2015 8:16,4/13/2015 8:20,4/13/2015 8:27,4/13/2015 8:29,4/13/2015 8:31,4/13/2015 8:32
428,4/13/2015 8:21,4/13/2015 8:24,4/13/2015 8:28,4/13/2015 8:29,4/13/2015 8:34,4/13/2015 8:41,4/13/2015 8:43,4/13/2015 8:44,4/13/2015 8:46
429,4/13/2015 8:36,4/13/2015 8:40,4/13/2015 8:43,4/13/2015 8:45,4/13/2015 8:50,4/13/2015 8:58,4/13/2015 9:00,4/13/2015 9:02,4/13/2015 9:04
430,4/13/2015 8:50,4/13/2015 8:53,4/13/2015 8:59,4/13/2015 9:01,4/13/2015 9:05,4/13/2015 9:13,4/13/2015 9:14,4/13/2015 9:16,4/13/2015 9:18
431,4/14/2015 6:05,4/14/2015 6:08,4/14/2015 6:11,4/14/2015 6:13,4/14/2015 6:17,4/14/2015 6:24,4/14/2015 6:26,4/14/2015 6:27,4/14/2015 6:29
432,4/14/2015 6:19,4/14/2015 6:23,4/14/2015 6:26,4/14/2015 6:27,4/14/2015 6:32,4/14/2015 6:39,4/14/2015 6:41,4/14/2015 6:42,4/14/2015 6:44
433,4/14/2015 6:44,4/14/2015 6:47,4/14/2015 6:50,4/14/2015 6:51,4/14/2015 6:56,4/14/2015 7:03,4/14/2015 7:05,4/14/2015 7:16,4/14/2015 7:18
434,4/14/2015 6:50,4/14/2015 6:53,4/14/2015 6:57,4/14/2015 6:58,4/14/2015 7:04,4/14/2015 7:20,4/14/2015 7:22,4/14/2015 7:24,4/14/2015 7:25
435,4/14/2015 7:05,4/14/2015 7:08,4/14/2015 7:12,4/14/2015 7:13,4/14/2015 7:24,4/14/2015 7:34,4/14/2015 7:36,4/14/2015 7:37,4/14/2015 7:39
436,4/14/2015 7:22,4/14/2015 7:25,4/14/2015 7:28,4/14/2015 7:30,4/14/2015 7:34,4/14/2015 7:45,4/14/2015 7:47,4/14/2015 7:49,4/14/2015 7:51
437,4/14/2015 7:36,4/14/2015 7:39,4/14/2015 7:43,4/14/2015 7:45,4/14/2015 7:49,4/14/2015 7:59,4/14/2015 8:01,4/14/2015 8:03,4/14/2015 8:05
438,4/14/2015 7:52,4/14/2015 7:55,4/14/2015 7:59,4/14/2015 8:01,4/14/2015 8:05,4/14/2015 8:13,4/14/2015 8:15,4/14/2015 8:19,4/14/2015 8:21
439,4/14/2015 8:05,4/14/2015 8:09,4/14/2015 8:13,4/14/2015 8:14,4/14/2015 8:19,4/14/2015 8:30,4/14/2015 8:32,4/14/2015 8:34,4/14/2015 8:36
440,4/14/2015 8:22,4/14/2015 8:25,4/14/2015 8:29,4/14/2015 8:31,4/14/2015 8:35,4/14/2015 8:43,4/14/2015 8:45,4/14/2015 8:46,4/14/2015 8:48
441,4/14/2015 8:37,4/14/2015 8:40,4/14/2015 8:47,4/14/2015 8:49,4/14/2015 8:53,4/14/2015 9:01,4/14/2015 9:03,4/14/2015 9:05,4/14/2015 9:06
442,4/14/2015 8:49,4/14/2015 8:53,4/14/2015 8:57,4/14/2015 8:58,4/14/2015 9:05,4/14/2015 9:12,4/14/2015 9:14,4/14/2015 9:16,4/14/2015 9:17
443,4/15/2015 6:05,4/15/2015 6:08,4/15/2015 6:11,4/15/2015 6:12,4/15/2015 6:18,4/15/2015 6:25,4/15/2015 6:27,4/15/2015 6:28,4/15/2015 6:29
444,4/15/2015 6:19,4/15/2015 6:23,4/15/2015 6:26,4/15/2015 6:27,4/15/2015 6:32,4/15/2015 6:40,4/15/2015 6:41,4/15/2015 6:43,4/15/2015 6:44
445,4/15/2015 6:36,4/15/2015 6:40,4/15/2015 6:43,4/15/2015 6:44,4/15/2015 6:48,4/15/2015 6:55,4/15/2015 6:56,4/15/2015 6:58,4/15/2015 6:59
446,4/15/2015 6:51,4/15/2015 6:54,4/15/2015 6:58,4/15/2015 6:59,4/15/2015 7:03,4/15/2015 7:10,4/15/2015 7:12,4/15/2015 7:13,4/15/2015 7:14
447,4/15/2015 7:05,4/15/2015 7:08,4/15/2015 7:11,4/15/2015 7:13,4/15/2015 7:17,4/15/2015 7:24,4/15/2015 7:26,4/15/2015 7:28,4/15/2015 7:29
448,4/15/2015 7:19,4/15/2015 7:23,4/15/2015 7:26,4/15/2015 7:28,4/15/2015 7:32,4/15/2015 7:40,4/15/2015 7:41,4/15/2015 7:43,4/15/2015 7:45
449,4/15/2015 7:35,4/15/2015 7:39,4/15/2015 7:42,4/15/2015 7:44,4/15/2015 7:48,4/15/2015 7:56,4/15/2015 7:57,4/15/2015 7:59,4/15/2015 8:00
450,4/15/2015 7:50,4/15/2015 7:53,4/15/2015 7:56,4/15/2015 7:59,4/15/2015 8:02,4/15/2015 8:10,4/15/2015 8:12,4/15/2015 8:14,4/15/2015 8:15
451,4/15/2015 8:05,4/15/2015 8:08,4/15/2015 8:12,4/15/2015 8:13,4/15/2015 8:20,4/15/2015 8:27,4/15/2015 8:30,4/15/2015 8:31,4/15/2015 8:33
452,4/15/2015 8:20,4/15/2015 8:24,4/15/2015 8:27,4/15/2015 8:29,4/15/2015 8:33,4/15/2015 8:43,4/15/2015 8:45,4/15/2015 8:47,4/15/2015 8:48
453,4/15/2015 8:38,4/15/2015 8:41,4/15/2015 8:46,4/15/2015 8:47,4/15/2015 8:51,4/15/2015 9:00,4/15/2015 9:02,4/15/2015 9:04,4/15/2015 9:05
454,4/15/2015 8:50,4/15/2015 8:53,4/15/2015 8:56,4/15/2015 8:58,4/15/2015 9:03,4/15/2015 9:09,4/15/2015 9:12,4/15/2015 9:13,4/15/2015 9:14
455,4/16/2015 6:04,4/16/2015 6:08,4/16/2015 6:11,4/16/2015 6:13,4/16/2015 6:17,4/16/2015 6:25,4/16/2015 6:27,4/16/2015 6:28,4/16/2015 6:29
456,4/16/2015 6:19,4/16/2015 6:23,4/16/2015 6:26,4/16/2015 6:27,4/16/2015 6:33,4/16/2015 6:39,4/16/2015 6:41,4/16/2015 6:43,4/16/2015 6:44
457,4/16/2015 6:34,4/16/2015 6:38,4/16/2015 6:41,4/16/2015 6:43,4/16/2015 6:47,4/16/2015 6:55,4/16/2015 6:57,4/16/2015 6:58,4/16/2015 7:00
458,4/16/2015 6:51,4/16/2015 6:54,4/16/2015 6:57,4/16/2015 6:58,4/16/2015 7:03,4/16/2015 7:10,4/16/2015 7:11,4/16/2015 7:13,4/16/2015 7:15
459,4/16/2015 7:05,4/16/2015 7:08,4/16/2015 7:11,4/16/2015 7:13,4/16/2015 7:17,4/16/2015 7:24,4/16/2015 7:26,4/16/2015 7:28,4/16/2015 7:29
460,4/16/2015 7:20,4/16/2015 7:22,4/16/2015 7:27,4/16/2015 7:28,4/16/2015 7:33,4/16/2015 7:40,4/16/2015 7:42,4/16/2015 7:43,4/16/2015 7:47
461,4/16/2015 7:36,4/16/2015 7:39,4/16/2015 7:42,4/16/2015 7:44,4/16/2015 7:52,4/16/2015 7:59,4/16/2015 8:02,4/16/2015 8:03,4/16/2015 8:04
462,4/16/2015 7:53,4/16/2015 7:55,4/16/2015 7:59,4/16/2015 8:01,4/16/2015 8:05,4/16/2015 8:13,4/16/2015 8:15,4/16/2015 8:17,4/16/2015 8:18
463,4/16/2015 8:07,4/16/2015 8:10,4/16/2015 8:14,4/16/2015 8:16,4/16/2015 8:20,4/16/2015 8:28,4/16/2015 8:30,4/16/2015 8:31,4/16/2015 8:33
464,4/16/2015 8:21,4/16/2015 8:25,4/16/2015 8:29,4/16/2015 8:31,4/16/2015 8:35,4/16/2015 8:43,4/16/2015 8:45,4/16/2015 8:47,4/16/2015 8:48
465,4/16/2015 8:35,4/16/2015 8:38,4/16/2015 8:42,4/16/2015 8:44,4/16/2015 8:49,4/16/2015 8:56,4/16/2015 8:58,4/16/2015 9:00,4/16/2015 9:01
466,4/16/2015 8:50,4/16/2015 8:53,4/16/2015 8:56,4/16/2015 8:58,4/16/2015 9:03,4/16/2015 9:11,4/16/2015 9:12,4/16/2015 9:14,4/16/2015 9:15
467,4/17/2015 6:04,4/17/2015 6:08,4/17/2015 6:11,4/17/2015 6:12,4/17/2015 6:17,4/17/2015 6:24,4/17/2015 6:26,4/17/2015 6:27,4/17/2015 6:29
468,4/17/2015 6:19,4/17/2015 6:23,4/17/2015 6:26,4/17/2015 6:27,4/17/2015 6:32,4/17/2015 6:40,4/17/2015 6:41,4/17/2015 6:42,4/17/2015 6:44
469,4/17/2015 6:35,4/17/2015 6:38,4/17/2015 6:41,4/17/2015 6:42,4/17/2015 6:48,4/17/2015 6:54,4/17/2015 6:56,4/17/2015 6:58,4/17/2015 6:59
470,4/17/2015 6:52,4/17/2015 6:55,4/17/2015 6:58,4/17/2015 7:00,4/17/2015 7:04,4/17/2015 7:11,4/17/2015 7:12,4/17/2015 7:14,4/17/2015 7:15
471,4/17/2015 7:04,4/17/2015 7:08,4/17/2015 7:11,4/17/2015 7:13,4/17/2015 7:18,4/17/2015 7:25,4/17/2015 7:26,4/17/2015 7:28,4/17/2015 7:29
472,4/17/2015 7:19,4/17/2015 7:23,4/17/2015 7:26,4/17/2015 7:29,4/17/2015 7:34,4/17/2015 7:45,4/17/2015 7:47,4/17/2015 7:48,4/17/2015 7:50
473,4/17/2015 7:36,4/17/2015 7:39,4/17/2015 7:42,4/17/2015 7:44,4/17/2015 7:49,4/17/2015 7:58,4/17/2015 8:00,4/17/2015 8:01,4/17/2015 8:02
474,4/17/2015 7:50,4/17/2015 7:53,4/17/2015 7:57,4/17/2015 7:59,4/17/2015 8:04,4/17/2015 8:11,4/17/2015 8:13,4/17/2015 8:15,4/17/2015 8:16
475,4/17/2015 8:06,4/17/2015 8:09,4/17/2015 8:12,4/17/2015 8:14,4/17/2015 8:22,4/17/2015 8:30,4/17/2015 8:32,4/17/2015 8:33,4/17/2015 8:35
476,4/17/2015 8:20,4/17/2015 8:23,4/17/2015 8:28,4/17/2015 8:29,4/17/2015 8:35,4/17/2015 8:42,4/17/2015 8:44,4/17/2015 8:45,4/17/2015 8:47
477,4/17/2015 8:35,4/17/2015 8:39,4/17/2015 8:45,4/17/2015 8:46,4/17/2015 9:08,4/17/2015 9:16,4/17/2015 9:18,4/17/2015 9:19,4/17/2015 9:21
478,4/17/2015 8:51,4/17/2015 8:54,4/17/2015 9:02,4/17/2015 9:03,4/17/2015 9:08,4/17/2015 9:16,4/17/2015 9:18,4/17/2015 9:19,4/17/2015 9:21
479,4/18/2015 6:35,4/18/2015 6:38,4/18/2015 6:45,4/18/2015 6:46,4/18/2015 6:50,4/18/2015 6:57,4/18/2015 6:58,4/18/2015 7:00,4/18/2015 7:01
480,4/18/2015 6:45,4/18/2015 6:48,4/18/2015 6:51,4/18/2015 6:52,4/18/2015 6:56,4/18/2015 7:03,4/18/2015 7:04,4/18/2015 7:06,4/18/2015 7:07
481,4/18/2015 7:08,4/18/2015 7:12,4/18/2015 7:14,4/18/2015 7:16,4/18/2015 7:21,4/18/2015 7:27,4/18/2015 7:28,4/18/2015 7:30,4/18/2015 7:31
482,4/18/2015 7:18,4/18/2015 7:21,4/18/2015 7:24,4/18/2015 7:25,4/18/2015 7:29,4/18/2015 7:36,4/18/2015 7:37,4/18/2015 7:39,4/18/2015 7:40
483,4/18/2015 7:40,4/18/2015 7:42,4/18/2015 7:46,4/18/2015 7:47,4/18/2015 7:51,4/18/2015 7:59,4/18/2015 8:00,4/18/2015 8:01,4/18/2015 8:03
484,4/18/2015 7:57,4/18/2015 8:01,4/18/2015 8:04,4/18/2015 8:05,4/18/2015 8:09,4/18/2015 8:15,4/18/2015 8:17,4/18/2015 8:19,4/18/2015 8:20
485,4/18/2015 8:17,4/18/2015 8:20,4/18/2015 8:23,4/18/2015 8:24,4/18/2015 8:28,4/18/2015 8:35,4/18/2015 8:36,4/18/2015 8:38,4/18/2015 8:40
486,4/18/2015 8:36,4/18/2015 8:39,4/18/2015 8:42,4/18/2015 8:44,4/18/2015 8:48,4/18/2015 8:54,4/18/2015 8:56,4/18/2015 8:57,4/18/2015 8:59
487,4/18/2015 8:54,4/18/2015 8:56,4/18/2015 9:00,4/18/2015 9:01,4/18/2015 9:05,4/18/2015 9:11,4/18/2015 9:13,4/18/2015 9:14,4/18/2015 9:16
488,4/19/2015 8:14,4/19/2015 8:17,4/19/2015 8:20,4/19/2015 8:21,4/19/2015 8:25,4/19/2015 8:32,4/19/2015 8:34,4/19/2015 8:35,4/19/2015 8:37
489,4/19/2015 8:33,4/19/2015 8:36,4/19/2015 8:39,4/19/2015 8:40,4/19/2015 8:44,4/19/2015 8:54,4/19/2015 8:55,4/19/2015 8:57,4/19/2015 8:58
490,4/19/2015 8:53,4/19/2015 8:56,4/19/2015 8:59,4/19/2015 9:00,4/19/2015 9:05,4/19/2015 9:12,4/19/2015 9:13,4/19/2015 9:15,4/19/2015 9:17
491,4/20/2015 6:05,4/20/2015 6:08,4/20/2015 6:11,4/20/2015 6:13,4/20/2015 6:17,4/20/2015 6:24,4/20/2015 6:26,4/20/2015 6:28,4/20/2015 6:29
492,4/20/2015 6:20,4/20/2015 6:23,4/20/2015 6:27,4/20/2015 6:28,4/20/2015 6:33,4/20/2015 6:40,4/20/2015 6:42,4/20/2015 6:43,4/20/2015 6:45
493,4/20/2015 6:35,4/20/2015 6:38,4/20/2015 6:41,4/20/2015 6:43,4/20/2015 6:48,4/20/2015 6:55,4/20/2015 6:56,4/20/2015 6:58,4/20/2015 6:59
494,4/20/2015 6:52,4/20/2015 6:56,4/20/2015 7:01,4/20/2015 7:03,4/20/2015 7:08,4/20/2015 7:15,4/20/2015 7:17,4/20/2015 7:19,4/20/2015 7:21
495,4/20/2015 7:04,4/20/2015 7:08,4/20/2015 7:12,4/20/2015 7:13,4/20/2015 7:19,4/20/2015 7:28,4/20/2015 7:30,4/20/2015 7:32,4/20/2015 7:33
496,4/20/2015 7:21,4/20/2015 7:24,4/20/2015 7:27,4/20/2015 7:29,4/20/2015 7:33,4/20/2015 7:40,4/20/2015 7:42,4/20/2015 7:44,4/20/2015 7:45
497,4/20/2015 7:35,4/20/2015 7:38,4/20/2015 7:43,4/20/2015 7:44,4/20/2015 7:49,4/20/2015 7:57,4/20/2015 7:59,4/20/2015 8:01,4/20/2015 8:02
498,4/20/2015 7:51,4/20/2015 7:54,4/20/2015 7:57,4/20/2015 7:59,4/20/2015 8:03,4/20/2015 8:11,4/20/2015 8:12,4/20/2015 8:14,4/20/2015 8:16
499,4/20/2015 8:13,4/20/2015 8:17,4/20/2015 8:20,4/20/2015 8:22,4/20/2015 8:26,4/20/2015 8:33,4/20/2015 8:35,4/20/2015 8:37,4/20/2015 8:42
500,4/20/2015 8:24,4/20/2015 8:27,4/20/2015 8:32,4/20/2015 8:34,4/20/2015 8:38,4/20/2015 8:45,4/20/2015 8:48,4/20/2015 8:49,4/20/2015 8:51
501,4/20/2015 8:38,4/20/2015 8:41,4/20/2015 8:44,4/20/2015 8:46,4/20/2015 8:51,4/20/2015 9:00,4/20/2015 9:02,4/20/2015 9:04,4/20/2015 9:05
502,4/20/2015 8:50,4/20/2015 8:54,4/20/2015 8:57,4/20/2015 8:59,4/20/2015 9:03,4/20/2015 9:15,4/20/2015 9:17,4/20/2015 9:18,4/20/2015 9:20
503,4/21/2015 6:04,4/21/2015 6:08,4/21/2015 6:11,4/21/2015 6:13,4/21/2015 6:18,4/21/2015 6:25,4/21/2015 6:26,4/21/2015 6:28,4/21/2015 6:31
504,4/21/2015 6:19,4/21/2015 6:23,4/21/2015 6:26,4/21/2015 6:27,4/21/2015 6:35,4/21/2015 6:42,4/21/2015 6:43,4/21/2015 6:45,4/21/2015 6:46
505,4/21/2015 6:35,4/21/2015 6:38,4/21/2015 6:41,4/21/2015 6:43,4/21/2015 6:48,4/21/2015 6:55,4/21/2015 6:56,4/21/2015 6:58,4/21/2015 6:59
506,4/21/2015 6:52,4/21/2015 6:55,4/21/2015 6:58,4/21/2015 7:00,4/21/2015 7:04,4/21/2015 7:11,4/21/2015 7:13,4/21/2015 7:14,4/21/2015 7:16
507,4/21/2015 7:04,4/21/2015 7:08,4/21/2015 7:13,4/21/2015 7:14,4/21/2015 7:18,4/21/2015 7:25,4/21/2015 7:27,4/21/2015 7:28,4/21/2015 7:30
508,4/21/2015 7:20,4/21/2015 7:23,4/21/2015 7:26,4/21/2015 7:28,4/21/2015 7:32,4/21/2015 7:40,4/21/2015 7:42,4/21/2015 7:44,4/21/2015 7:46
509,4/21/2015 7:34,4/21/2015 7:38,4/21/2015 7:41,4/21/2015 7:43,4/21/2015 7:49,4/21/2015 7:56,4/21/2015 7:58,4/21/2015 8:00,4/21/2015 8:01
510,4/21/2015 7:54,4/21/2015 7:58,4/21/2015 8:02,4/21/2015 8:04,4/21/2015 8:08,4/21/2015 8:15,4/21/2015 8:18,4/21/2015 8:19,4/21/2015 8:21
511,4/21/2015 8:05,4/21/2015 8:08,4/21/2015 8:12,4/21/2015 8:13,4/21/2015 8:19,4/21/2015 8:27,4/21/2015 8:29,4/21/2015 8:31,4/21/2015 8:32
512,4/21/2015 8:20,4/21/2015 8:23,4/21/2015 8:28,4/21/2015 8:29,4/21/2015 8:34,4/21/2015 8:41,4/21/2015 8:43,4/21/2015 8:45,4/21/2015 8:46
513,4/21/2015 8:35,4/21/2015 8:38,4/21/2015 8:42,4/21/2015 8:44,4/21/2015 8:48,4/21/2015 9:01,4/21/2015 9:03,4/21/2015 9:05,4/21/2015 9:06
514,4/21/2015 8:50,4/21/2015 8:53,4/21/2015 9:02,4/21/2015 9:03,4/21/2015 9:09,4/21/2015 9:16,4/21/2015 9:18,4/21/2015 9:20,4/21/2015 9:21
515,4/22/2015 6:05,4/22/2015 6:08,4/22/2015 6:11,4/22/2015 6:13,4/22/2015 6:17,4/22/2015 6:25,4/22/2015 6:26,4/22/2015 6:28,4/22/2015 6:29
516,4/22/2015 6:20,4/22/2015 6:23,4/22/2015 6:26,4/22/2015 6:27,4/22/2015 6:32,4/22/2015 6:39,4/22/2015 6:41,4/22/2015 6:42,4/22/2015 6:44
517,4/22/2015 6:34,4/22/2015 6:38,4/22/2015 6:41,4/22/2015 6:43,4/22/2015 6:47,4/22/2015 6:55,4/22/2015 6:56,4/22/2015 6:58,4/22/2015 6:59
518,4/22/2015 6:52,4/22/2015 6:55,4/22/2015 6:59,4/22/2015 7:00,4/22/2015 7:04,4/22/2015 7:11,4/22/2015 7:13,4/22/2015 7:15,4/22/2015 7:16
519,4/22/2015 7:05,4/22/2015 7:08,4/22/2015 7:11,4/22/2015 7:13,4/22/2015 7:17,4/22/2015 7:24,4/22/2015 7:27,4/22/2015 7:28,4/22/2015 7:29
520,4/22/2015 7:27,4/22/2015 7:30,4/22/2015 7:33,4/22/2015 7:35,4/22/2015 7:39,4/22/2015 7:47,4/22/2015 7:48,4/22/2015 7:50,4/22/2015 7:51
521,4/22/2015 7:32,4/22/2015 7:35,4/22/2015 7:39,4/22/2015 7:40,4/22/2015 7:45,4/22/2015 7:53,4/22/2015 7:55,4/22/2015 7:57,4/22/2015 7:58
522,4/22/2015 7:37,4/22/2015 7:40,4/22/2015 7:44,4/22/2015 7:45,4/22/2015 7:50,4/22/2015 8:00,4/22/2015 8:01,4/22/2015 8:03,4/22/2015 8:04
523,4/22/2015 7:49,4/22/2015 7:53,4/22/2015 7:59,4/22/2015 8:01,4/22/2015 8:05,4/22/2015 8:13,4/22/2015 8:15,4/22/2015 8:17,4/22/2015 8:18
524,4/22/2015 8:05,4/22/2015 8:08,4/22/2015 8:12,4/22/2015 8:13,4/22/2015 8:19,4/22/2015 8:27,4/22/2015 8:30,4/22/2015 8:34,4/22/2015 8:35
525,4/22/2015 8:20,4/22/2015 8:23,4/22/2015 8:28,4/22/2015 8:30,4/22/2015 8:36,4/22/2015 8:43,4/22/2015 8:45,4/22/2015 8:47,4/22/2015 8:48
526,4/22/2015 8:34,4/22/2015 8:38,4/22/2015 8:42,4/22/2015 8:44,4/22/2015 8:48,4/22/2015 8:56,4/22/2015 8:58,4/22/2015 8:59,4/22/2015 9:01
527,4/22/2015 8:50,4/22/2015 8:53,4/22/2015 8:56,4/22/2015 8:58,4/22/2015 9:03,4/22/2015 9:10,4/22/2015 9:12,4/22/2015 9:15,4/22/2015 9:16
528,4/23/2015 6:05,4/23/2015 6:08,4/23/2015 6:12,4/23/2015 6:13,4/23/2015 6:18,4/23/2015 6:25,4/23/2015 6:26,4/23/2015 6:28,4/23/2015 6:29
529,4/23/2015 6:20,4/23/2015 6:24,4/23/2015 6:27,4/23/2015 6:29,4/23/2015 6:33,4/23/2015 6:40,4/23/2015 6:42,4/23/2015 6:43,4/23/2015 6:45
530,4/23/2015 6:36,4/23/2015 6:38,4/23/2015 6:44,4/23/2015 6:45,4/23/2015 6:49,4/23/2015 6:56,4/23/2015 6:57,4/23/2015 6:59,4/23/2015 7:00
531,4/23/2015 6:51,4/23/2015 6:57,4/23/2015 7:00,4/23/2015 7:02,4/23/2015 7:07,4/23/2015 7:13,4/23/2015 7:15,4/23/2015 7:16,4/23/2015 7:17
532,4/23/2015 7:07,4/23/2015 7:10,4/23/2015 7:13,4/23/2015 7:15,4/23/2015 7:19,4/23/2015 7:26,4/23/2015 7:27,4/23/2015 7:29,4/23/2015 7:31
533,4/23/2015 7:21,4/23/2015 7:24,4/23/2015 7:27,4/23/2015 7:29,4/23/2015 7:34,4/23/2015 7:40,4/23/2015 7:43,4/23/2015 7:44,4/23/2015 7:45
534,4/23/2015 7:36,4/23/2015 7:39,4/23/2015 7:43,4/23/2015 7:44,4/23/2015 7:48,4/23/2015 7:56,4/23/2015 7:58,4/23/2015 7:59,4/23/2015 8:01
535,4/23/2015 7:50,4/23/2015 7:53,4/23/2015 7:58,4/23/2015 7:59,4/23/2015 8:04,4/23/2015 8:11,4/23/2015 8:14,4/23/2015 8:15,4/23/2015 8:17
536,4/23/2015 8:07,4/23/2015 8:11,4/23/2015 8:14,4/23/2015 8:17,4/23/2015 8:21,4/23/2015 8:30,4/23/2015 8:32,4/23/2015 8:34,4/23/2015 8:36
537,4/23/2015 8:10,4/23/2015 8:14,4/23/2015 8:19,4/23/2015 8:21,4/23/2015 8:27,4/23/2015 8:36,4/23/2015 8:38,4/23/2015 8:39,4/23/2015 8:41
538,4/23/2015 8:20,4/23/2015 8:24,4/23/2015 8:28,4/23/2015 8:30,4/23/2015 8:37,4/23/2015 8:47,4/23/2015 8:49,4/23/2015 8:51,4/23/2015 8:52
539,4/23/2015 8:38,4/23/2015 8:42,4/23/2015 8:46,4/23/2015 8:47,4/23/2015 8:53,4/23/2015 9:01,4/23/2015 9:03,4/23/2015 9:05,4/23/2015 9:06
540,4/23/2015 8:53,4/23/2015 8:57,4/23/2015 9:03,4/23/2015 9:05,4/23/2015 9:09,4/23/2015 9:17,4/23/2015 9:19,4/23/2015 9:21,4/23/2015 9:22
541,4/24/2015 6:05,4/24/2015 6:08,4/24/2015 6:11,4/24/2015 6:12,4/24/2015 6:18,4/24/2015 6:25,4/24/2015 6:26,4/24/2015 6:28,4/24/2015 6:29
542,4/24/2015 6:20,4/24/2015 6:23,4/24/2015 6:26,4/24/2015 6:28,4/24/2015 6:32,4/24/2015 6:39,4/24/2015 6:41,4/24/2015 6:43,4/24/2015 6:44
543,4/24/2015 6:34,4/24/2015 6:38,4/24/2015 6:41,4/24/2015 6:43,4/24/2015 6:48,4/24/2015 6:55,4/24/2015 6:57,4/24/2015 6:58,4/24/2015 6:59
544,4/24/2015 6:50,4/24/2015 6:53,4/24/2015 6:56,4/24/2015 6:58,4/24/2015 7:03,4/24/2015 7:10,4/24/2015 7:11,4/24/2015 7:13,4/24/2015 7:15
545,4/24/2015 7:06,4/24/2015 7:09,4/24/2015 7:12,4/24/2015 7:14,4/24/2015 7:18,4/24/2015 7:25,4/24/2015 7:27,4/24/2015 7:28,4/24/2015 7:30
546,4/24/2015 7:19,4/24/2015 7:23,4/24/2015 7:27,4/24/2015 7:28,4/24/2015 7:32,4/24/2015 7:40,4/24/2015 7:41,4/24/2015 7:43,4/24/2015 7:44
547,4/24/2015 7:36,4/24/2015 7:39,4/24/2015 7:42,4/24/2015 7:45,4/24/2015 7:49,4/24/2015 7:57,4/24/2015 7:59,4/24/2015 8:01,4/24/2015 8:03
548,4/24/2015 7:50,4/24/2015 7:53,4/24/2015 7:58,4/24/2015 8:00,4/24/2015 8:05,4/24/2015 8:12,4/24/2015 8:14,4/24/2015 8:15,4/24/2015 8:17
549,4/24/2015 8:12,4/24/2015 8:16,4/24/2015 8:19,4/24/2015 8:21,4/24/2015 8:26,4/24/2015 8:33,4/24/2015 8:35,4/24/2015 8:37,4/24/2015 8:39
